state,year,total_crimes,property,property_burglary,violent,violent_assault,violent_murder,violent_rape,violant_robbery
Rhode Island,1988,5204.4,4807.7,1261.3,396.7,246.9,4.1,30.5,115.2
Rhode Island,1989,5224.9,4846.9,1206.9,378,234,4.9,26.7,112.4
Rhode Island,1990,5352.7,4920.8,1271.1,431.9,280.4,4.8,24.7,122
Rhode Island,1991,5039.4,4577.4,1127.5,462,304.5,3.7,30.9,122.9
Rhode Island,1992,4578,4183.5,1047.7,394.5,265.5,3.6,30.9,94.5
Rhode Island,1993,4499,4097.3,1040.9,401.7,268.1,3.9,28.6,101.1
Rhode Island,1994,4119,3743.5,912.8,375.5,256.8,4.1,27.4,87.3
Rhode Island,1995,4244.6,3876.6,932.7,368,245.4,3.3,27,92.3
Rhode Island,1996,3993.6,3646.4,821.7,347.2,232.4,2.5,29,83.2
Rhode Island,1997,3654.4,3320.9,717.6,333.5,222.6,2.5,36.8,71.6
Rhode Island,1998,3517.8,3205.7,653,312.1,207.5,2.4,35.5,66.7
Rhode Island,1999,3582.6,3296,640,286.6,164,3.6,39.5,79.5
Rhode Island,2000,3476.4,3178.7,631.5,297.7,166.2,4.3,39.3,88
Rhode Island,2001,3682.3,3373,644,309.3,173.4,3.7,39.3,93
Rhode Island,2002,3593.8,3308.2,600.5,285.6,159,3.8,37,85.7
Rhode Island,2003,3280.9,2995.2,513.3,285.7,159.3,2.3,46.9,77.1
Rhode Island,2004,3133.5,2886,506.1,247.5,147.8,2.4,29.6,67.7
Rhode Island,2005,2980,2728,495.4,252,146.9,3.2,30.1,72.3
Rhode Island,2006,2845,2614.6,510.8,230.4,131.5,2.5,27.1,69.3
Rhode Island,2007,2835.9,2606.8,492.1,229.1,131.1,1.8,24.4,71.8
Rhode Island,2008,3097.8,2845,548.7,252.8,139.2,3,26.8,83.7
Rhode Island,2009,2870.9,2616.6,546.2,254.3,148.6,3,28.1,74.5
Rhode Island,2010,2818.8,2561.4,581.8,257.4,152,2.8,28.3,74.3
Rhode Island,2011,2908.8,2662.7,650.6,246.1,143.1,1.9,30.4,70.8
Rhode Island,2012,2824.7,2572.3,566.4,252.4,153.9,3.2,27.4,67.9
Rhode Island,2013,2699.2,2442,533.2,257.2,147.4,2.9,41.8,65
Rhode Island,2014,2392.8,2173.6,457.1,219.2,132.5,2.4,34.2,50.1
Rhode Island,2015,2140,1897.5,373.7,242.5,143.7,2.7,43.5,52.6
Rhode Island,2016,2137.6,1898.7,358.6,238.9,143.2,2.7,41.8,51.1
Rhode Island,2017,1983.8,1751.6,303.6,232.2,143.5,1.9,42,44.7
Rhode Island,2018,1880,1660.9,265.8,219.1,129.2,1.5,45.5,42.9
Rhode Island,2019,1755.9,1534.8,219.1,221.1,132.9,2.4,46.3,39.5
South Carolina,1960,1500.2,1356.5,423.1,143.7,100.6,13.2,9.9,20.1
South Carolina,1961,1586,1448.2,478.8,137.8,96.1,11.6,9.3,20.8
South Carolina,1962,1676.8,1553.2,504.9,123.6,87.2,10.1,7.1,19.2
South Carolina,1963,1830.6,1666.5,575.4,164.1,126.5,10,6,21.6
South Carolina,1964,2052.4,1886.5,621.3,165.9,121.5,8.1,10.6,25.8
South Carolina,1965,1859,1681.8,526.1,177.2,134.9,9.6,11.2,21.5
South Carolina,1966,1982.5,1756.5,536.2,226,172,11.6,13.6,28.8
South Carolina,1967,2091,1859.6,638.8,231.4,170.7,11.2,14.6,35
South Carolina,1968,2175.6,1958.2,708.5,217.4,146,13.6,15,42.8
South Carolina,1969,2551.2,2311.6,806.5,239.6,163,12.5,14,50
South Carolina,1970,3058.1,2772,1019.4,286.1,193.4,14.6,18,60.1
South Carolina,1971,3138.5,2826.8,1030.7,311.7,214.5,16.6,18.2,62.4
South Carolina,1972,3264.6,2877.7,1116.7,386.9,281.6,16.8,22.5,66.1
South Carolina,1973,3327,2932.4,1194.3,394.6,278.6,14.4,22.5,79.2
South Carolina,1974,4165.2,3709.5,1562.4,455.7,285.9,16.2,26.2,127.4
South Carolina,1975,4641.5,4130.1,1714.2,511.4,359.3,14.7,26.5,110.9
South Carolina,1976,4906.9,4307.7,1553.6,599.2,450,11.6,31.9,105.7
South Carolina,1977,4837.3,4201.1,1613.6,636.2,485.3,11.9,33,105.9
South Carolina,1978,4896,4258.4,1498.6,637.6,489.4,11.5,35.4,101.3
South Carolina,1979,5066.1,4387.8,1506.1,678.3,523.8,12.6,34.3,107.6
South Carolina,1980,5439.2,4779.2,1670,660,493,11.4,37.5,118.1
South Carolina,1981,5319.1,4678.7,1595.7,640.4,473.5,10.4,36.3,120.2
South Carolina,1982,5361.2,4641.2,1490.9,720,547.9,10.9,38.8,122.4
South Carolina,1983,4770.9,4154.1,1294.8,616.8,467,9.8,35,104.9
South Carolina,1984,4663,4038.5,1231.7,624.5,471.7,9.2,40.3,103.3
South Carolina,1985,4840.5,4209.5,1253.5,631,486.7,9.1,41.4,93.9
South Carolina,1986,5137.4,4462.8,1340.3,674.6,525.2,8.6,41.3,99.5
South Carolina,1987,5161.9,4497,1358,664.9,510.8,9.3,43.7,101.1
South Carolina,1988,5412.4,4671.2,1416.2,741.2,564.4,9.3,42.7,124.7
South Carolina,1989,5619.3,4805.6,1392.8,813.7,627.8,9.1,46.5,130.2
South Carolina,1990,6045.3,5068.7,1380.4,976.6,759.3,11.2,53.7,152.4
South Carolina,1991,6179.2,5206.7,1454.9,972.5,731.2,11.3,58.9,171.1
South Carolina,1992,5893.1,4948.6,1378.5,944.5,706,10.4,57.5,170.6
South Carolina,1993,5903.4,4880,1309.2,1023.4,773.4,10.3,52.3,187.3
South Carolina,1994,6000.9,4970.4,1274,1030.5,780.4,9.6,54.3,186.1
South Carolina,1995,6063.7,5081.8,1254.6,981.9,750.8,7.9,47.3,175.9
South Carolina,1996,6214.1,5217.2,1283.8,996.9,766.7,9,49.2,172
South Carolina,1997,6134,5143.7,1232,990.3,756.9,8.4,48.9,176.2
South Carolina,1998,5777,4873.8,1162.7,903.2,694.6,8,45.7,154.9
South Carolina,1999,5324.8,4477.6,1019.9,847.2,651.5,6.6,40.8,148.2
South Carolina,2000,5346.8,4518.7,969.3,828.1,624.5,7.3,41.4,155
South Carolina,2001,5395.4,4580.2,1049,815.2,616.1,8.1,43.5,147.4
South Carolina,2002,5301.7,4479,1066,822.7,627,7.3,47.7,140.7
South Carolina,2003,5328.1,4521.7,1060.4,806.4,612.2,7.3,47.1,139.8
South Carolina,2004,5326.8,4536.9,1041.9,789.9,610.6,6.8,42.2,130.3
South Carolina,2005,5137,4370,1006.4,767,582.9,7.4,43.8,133.2
South Carolina,2006,5045.6,4274.5,994,771.1,583.7,8.4,42.4,136.6
South Carolina,2007,5080.5,4294.8,1030,785.7,593,8.3,40.2,144.2
South Carolina,2008,4971.1,4240.1,1026,731,539.3,6.9,37.6,147.2
South Carolina,2009,4584.4,3909.2,996.3,675.2,506,6.7,36.5,126.1
South Carolina,2010,4507.6,3905.4,997.6,602.2,454.8,5.7,33.4,108.2
South Carolina,2011,4517.9,3921,1013.2,596.9,455,6.8,35.9,99.1
South Carolina,2012,4381,3822.2,954.5,558.8,421.4,6.9,35.5,95
South Carolina,2013,4132.7,3624.2,857.8,508.5,373.6,6.2,45.5,83.2
South Carolina,2014,3958,3460.3,759.9,497.7,365.8,6.4,42.8,82.7
South Carolina,2015,3797.8,3293.3,705.7,504.5,369.1,8.1,46.9,80.3
South Carolina,2016,3745.6,3243.8,664.7,501.8,365,7.4,48.1,81.3
South Carolina,2017,3702.1,3195.9,623.1,506.2,371.5,7.8,49.8,77
South Carolina,2018,3505.9,3017.6,579.7,488.3,362.8,7.7,47.9,69.9
South Carolina,2019,3451.6,2940.3,533.4,511.3,390.5,9,47.8,64
South Dakota,1960,1163.9,1122.5,247.9,41.4,24.8,2.1,5.4,9.1
South Dakota,1961,1138.7,1103.2,239.9,35.5,18.8,1.7,6.1,8.8
South Dakota,1962,1103.9,1065.2,255.6,38.7,20.9,3.3,5.8,8.6
South Dakota,1963,1116.7,1079,246.7,37.7,20.6,1.2,5.3,10.6
South Dakota,1964,1219.3,1162.2,261.5,57.1,42.1,1.3,5.5,8.3
South Dakota,1965,1275.6,1216.6,264.3,59,41.4,1.6,6.8,9.2
South Dakota,1966,1513.9,1430.6,318.9,83.3,62.9,1.5,8.9,10
South Dakota,1967,1556.6,1469.7,341.5,86.9,62,3.7,8.3,12.9
South Dakota,1968,1753.1,1667.4,430.1,85.7,52.4,3.8,10.2,19.3
South Dakota,1969,1831.9,1754.5,425,77.4,51.4,2,11.1,12.9
South Dakota,1970,2053.6,1961.1,471.3,92.5,60.5,3.8,11.1,17.1
South Dakota,1971,2059.2,1963.1,453.3,96.1,66.9,1.2,9.9,18.2
South Dakota,1972,2127.5,2016.2,472.8,111.3,83.2,1.2,11.3,15.6
South Dakota,1973,2175.8,2048.9,498.7,126.9,85.5,3.8,12.8,24.7
South Dakota,1974,2670.8,2489.9,597.1,180.9,147.8,2.1,10.7,20.4
South Dakota,1975,2739,2533.7,667.8,205.3,154,3.7,16.5,31
South Dakota,1976,2640.4,2454.2,620.4,186.2,145.9,1.7,15.3,23.2
South Dakota,1977,2611.5,2422.4,570.5,189.1,155.7,2,13.5,17.9
South Dakota,1978,2689.3,2525.8,599.7,163.5,134.8,1.9,10.9,15.9
South Dakota,1979,2959.8,2800.7,626.4,159.1,120.3,2,16.4,20.3
South Dakota,1980,3243.1,3116.3,692.5,126.8,93.6,0.7,12.5,20.1
South Dakota,1981,3013.1,2908.3,634.7,104.8,73.7,1.8,11.5,17.8
South Dakota,1982,2644.9,2545.9,562.2,99,67.7,2.7,11.4,17.1
South Dakota,1983,2547.6,2427.6,545.7,120,85,2.1,17,15.9
South Dakota,1984,2612.5,2465,499.9,147.5,103.8,1.8,26.9,14.9
South Dakota,1985,2640.8,2504.2,546.2,136.6,93.9,1.8,23.7,17.1
South Dakota,1986,2715.9,2591.2,553.5,124.7,86.9,4,17.7,16.2
South Dakota,1987,2678,2558.3,534.1,119.7,85,1.8,20.6,12.3
South Dakota,1988,2581,2467.3,517.9,113.7,71.6,3.1,26.9,12.2
South Dakota,1989,2685.2,2549.7,474.7,135.5,90.5,1.3,32,11.7
South Dakota,1990,2909.3,2746.5,527.4,162.8,114.1,2,34.3,12.4
South Dakota,1991,3079.2,2897,589.8,182.2,122,1.7,39.7,18.8
South Dakota,1992,2998.9,2804.4,541.4,194.5,125.3,0.6,51.8,16.9
South Dakota,1993,2958.2,2749.8,549.2,208.4,145.6,3.4,44.5,15
South Dakota,1994,3102.2,2874.6,546.2,227.6,165.5,1.4,42,18.7
South Dakota,1995,3060.6,2853.1,540.7,207.5,138.8,1.8,41,25.9
South Dakota,1996,2970,2792.8,557,177.2,116.1,1.2,41,18.9
South Dakota,1997,3245,3047.6,553.9,197.4,124.4,1.4,48.4,23.3
South Dakota,1998,2624.1,2469.8,468.6,154.3,97.8,1.4,35,20.2
South Dakota,1999,2644.3,2476.9,444,167.4,105,2.5,45.8,14
South Dakota,2000,2319.8,2153,383.7,166.8,108.1,0.9,40.4,17.4
South Dakota,2001,2326.7,2172.3,407.1,154.4,93.6,0.9,46.3,13.6
South Dakota,2002,2280.5,2103,399,177.5,113.2,1.4,47.5,15.4
South Dakota,2003,2177.1,2003.4,376.3,173.7,112.3,1.3,46.5,13.6
South Dakota,2004,2102.8,1931.6,408.5,171.2,110.8,2.2,43.6,14.5
South Dakota,2005,1946,1767,323.3,179,109.3,2.3,48.7,18.7
South Dakota,2006,2031.3,1766.4,386.7,264.9,181.3,3.8,59.5,20.2
South Dakota,2007,1978.7,1736.8,332.4,241.9,168.8,3.9,54.4,14.8
South Dakota,2008,2001.2,1724.3,333.6,276.9,185.8,4.6,69.9,16.7
South Dakota,2009,1988.6,1769.9,322.6,218.7,139,3.7,61.7,14.4
South Dakota,2010,2128.8,1859.9,390.9,268.9,200.1,2.8,47.1,18.9
South Dakota,2011,2113.2,1857.6,355.4,255.6,171.8,2.4,61.1,20.3
South Dakota,2012,2381.9,2060.1,391,321.8,229.7,3,70.2,19
South Dakota,2013,2231.2,1914.7,399.1,316.5,236.2,2.4,59.1,18.8
South Dakota,2014,2190.4,1863.9,330.3,326.5,245.7,2.3,55.1,23.4
South Dakota,2015,2326.1,1943,344.8,383.1,296.6,3.7,57.7,25.2
South Dakota,2016,2399,1980.6,346.6,418.4,325,3.1,58.8,31.4
South Dakota,2017,2309.8,1876.2,311.3,433.6,335,2.9,68.4,27.4
South Dakota,2018,2133.4,1728.7,291.4,404.7,304,1.4,69.6,29.7
South Dakota,2019,2170,1771,299.1,399,302.5,1.9,72.6,22
Tennessee,1960,1240.5,1149.4,462.7,91.1,50.3,8.5,5.4,26.9
Tennessee,1961,1269.1,1160.9,462,108.2,63,8,6.7,30.4
Tennessee,1962,1385.1,1281.4,461.5,103.7,56.1,6.1,6.6,34.8
Tennessee,1963,1474.2,1372,515.9,102.2,60.7,6.5,6.7,28.4
Tennessee,1964,1571.5,1452.9,561.4,118.6,73.6,5.9,8.8,30.2
Tennessee,1965,1513,1374.3,522.9,138.7,91.1,8,11.1,28.6
Tennessee,1966,1816.9,1658.6,602.5,158.3,105.2,7.8,10.8,34.4
Tennessee,1967,2107.6,1899.2,711.8,208.4,130.5,8.9,12.5,56.5
Tennessee,1968,2174.7,1954.2,719.7,220.5,129,8.7,11.6,71.2
Tennessee,1969,2204.1,1972.4,715,231.7,134.3,9.6,12.7,75.2
Tennessee,1970,2395.6,2120.7,806.7,274.9,168.6,8.8,15.5,82
Tennessee,1971,2613.2,2299.4,901.4,313.8,196.8,12.4,18.1,86.5
Tennessee,1972,2646.3,2327.3,894.3,319,186.7,11.3,19.9,101.1
Tennessee,1973,3060.1,2702.1,1009.8,358,187.5,13.2,26.9,130.5
Tennessee,1974,3659.2,3272.4,1350.1,386.8,190.4,13.4,25.7,157.2
Tennessee,1975,4270.5,3873.5,1379.3,397,192.6,11.4,26.1,166.8
Tennessee,1976,4258.4,3865.1,1320.5,393.3,209.4,11,25.4,147.5
Tennessee,1977,3972.3,3582.8,1492.3,389.5,203.9,10.1,29.7,145.8
Tennessee,1978,3690.4,3307.8,1213.6,382.6,190.2,9.4,30.6,152.4
Tennessee,1979,4013.3,3599.3,1294.7,414,203.6,9.8,34.5,166.1
Tennessee,1980,4497.9,4039.8,1501.5,458.1,229.4,10.8,37.4,180.6
Tennessee,1981,4311.5,3898.9,1384.2,412.6,193.5,9.7,37.6,171.7
Tennessee,1982,4413.6,3992.5,1288.6,421.1,200.2,9.7,35.5,175.7
Tennessee,1983,4011.6,3609.6,1205.9,402,184.6,8.8,35.9,172.8
Tennessee,1984,3889.6,3444.2,1123.6,445.4,230.3,8.4,40,166.8
Tennessee,1985,4166.7,3692.3,1166.8,474.4,242,9,42.6,180.9
Tennessee,1986,4534.2,3994.6,1325.2,539.6,274.5,10.4,47,207.7
Tennessee,1987,4665.7,4132.2,1351.8,533.5,286.6,9.1,43.9,193.8
Tennessee,1988,4469.4,3936.7,1237.9,532.7,305.1,9.4,44.7,173.6
Tennessee,1989,4513.6,3964.7,1206.9,548.9,334.1,8.4,46,160.4
Tennessee,1990,5051,4380.6,1264,670.4,419.2,10.5,49.5,191.2
Tennessee,1991,5366.6,4640.7,1365,725.9,455.6,11,46.4,212.9
Tennessee,1992,5135.8,4389.6,1267.2,746.2,470.3,10.4,47.3,218.2
Tennessee,1993,5239.6,4473.8,1182.6,765.8,485.5,10.2,49.9,220.1
Tennessee,1994,5119.8,4371.9,1141.6,747.9,482,9.3,49.2,207.4
Tennessee,1995,5362.7,4591.2,1143.2,771.5,490.5,10.6,47.1,223.2
Tennessee,1996,5449.4,4675.4,1163.5,774,494.3,9.5,46.5,223.7
Tennessee,1997,5511.8,4722.1,1171.7,789.7,509.2,9.5,56.9,214
Tennessee,1998,5034.4,4319.4,1075.9,715,482.8,8.5,45.8,178
Tennessee,1999,4694.3,3999.3,936.7,695,487,7.1,44,156.8
Tennessee,2000,4890.2,4183,990.4,707.2,495.2,7.2,38.4,166.4
Tennessee,2001,5144.3,4400.3,1038.5,744,520.7,7.4,38.2,177.7
Tennessee,2002,5025.4,4307.6,1057.9,717.8,508.5,7.3,39.6,162.6
Tennessee,2003,5080.6,4389.3,1083.3,691.3,487.1,6.8,36.4,161
Tennessee,2004,5024.4,4326.8,1024.7,697.6,502.5,6.1,38.7,150.4
Tennessee,2005,5057,4300,1032.8,757,545.2,7.2,36.8,168.1
Tennessee,2006,4900.1,4137.6,1043.7,762.5,534.7,6.9,36.3,184.5
Tennessee,2007,4853.6,4098.6,1004.1,755,533.4,6.6,35.7,179.2
Tennessee,2008,4762.8,4040.1,1047.4,722.7,508.8,6.6,33.4,173.8
Tennessee,2009,4432.6,3766.6,1013.8,666,473.2,7.4,32.1,153.3
Tennessee,2010,4274.7,3662.7,1011.3,612,440.7,5.6,34.2,131.5
Tennessee,2011,4215.7,3607.9,981.8,607.8,442.8,5.9,32.7,126.3
Tennessee,2012,4015,3371.4,870.2,643.6,479.6,6,31.5,126.5
Tennessee,2013,3771.5,3180.9,785.1,590.6,436.9,5,36.2,112.5
Tennessee,2014,3669,3060.6,712.2,608.4,453.2,5.7,38.6,110.9
Tennessee,2015,3548.3,2936.2,655.2,612.1,452.2,6.2,40.5,113.2
Tennessee,2016,3487,2854.1,606.1,632.9,467.3,7.3,40.8,117.5
Tennessee,2017,3592.1,2940.6,576.5,651.5,482.9,7.8,43.7,117.1
Tennessee,2018,3449.1,2825.4,489.4,623.7,468.5,7.4,41.7,106.2
Tennessee,2019,3247.8,2652.6,437.4,595.2,456.7,7.3,41.2,90.1
Texas,1960,2217.2,2056.2,601.2,161,111.5,8.6,9.3,31.6
Texas,1961,2128.3,1970.5,580.4,157.8,109.1,8.1,9.5,31.1
Texas,1962,2147.8,1994.4,573.5,153.4,105.3,7.2,9.3,31.6
Texas,1963,2243.3,2073.7,609,169.6,116.7,7.4,9.8,35.8
Texas,1964,2507.4,2317.3,655.7,190.1,128.2,7.6,11.3,43.1
Texas,1965,2583.9,2384.6,678.9,199.3,138.3,7.5,10.7,42.7
Texas,1966,2872.6,2645.8,768.7,226.8,150.4,9.1,11.5,55.7
Texas,1967,3129.7,2883.6,822.4,246.1,153.6,9.9,13.1,69.5
Texas,1968,3478.3,3208.1,939.6,270.2,162.3,10.6,14.5,82.9
Texas,1969,3967.5,3639.4,1091.9,328.1,180.9,11.3,19.2,116.6
Texas,1970,4173.4,3808.1,1159.9,365.3,196.4,11.6,20.8,136.5
Texas,1971,4100.1,3724.1,1183.7,376,216.3,12.1,23.6,124.1
Texas,1972,3914.4,3560,1215.7,354.4,198.2,12.4,23.5,120.3
Texas,1973,4125.5,3740.1,1275.8,385.4,202.8,12.8,25.2,144.6
Texas,1974,4787,4396.9,1543,390.1,183.5,13.7,28.9,164
Texas,1975,5407.1,5016.5,1665.6,390.6,185.2,13.4,28,164.1
Texas,1976,5464.4,5108.7,1547.8,355.7,175.3,12.2,29.4,139
Texas,1977,5397.1,4989.4,1603.1,407.7,208.2,13.3,33.8,152.4
Texas,1978,5556.8,5121.5,1611.9,435.3,218.8,14.2,37.9,164.4
Texas,1979,5925.2,5417.3,1791.2,507.9,254.3,16.7,45.1,191.8
Texas,1980,6143,5592.7,1853.2,550.3,277.6,16.9,47.3,208.5
Texas,1981,6050.3,5517.9,1870.4,532.4,276.3,16.6,46.2,193.3
Texas,1982,6302.2,5725.1,1871.5,577.1,296.3,16.1,44.6,220
Texas,1983,5907.2,5395,1667.5,512.2,268.4,14.2,40.3,189.3
Texas,1984,6030,5525,1664.1,505,267.4,13.1,45.9,178.5
Texas,1985,6568.7,6018.7,1770.5,550,292.3,13,51.1,193.5
Texas,1986,7408.1,6749.2,2048.6,658.9,353.9,13.5,51.6,239.9
Texas,1987,7722.4,7091.3,2118,631.1,344.8,11.7,48.1,226.7
Texas,1988,8017.7,7365.1,2157.2,652.6,357.9,12.1,48.4,234.2
Texas,1989,7926.9,7268.4,2014.9,658.5,376.6,11.9,46.8,223.1
Texas,1990,7826.7,7065.3,1851.5,761.4,435.1,14.1,51.5,260.8
Texas,1991,7819.1,6979,1802.4,840.1,484.9,15.3,53.4,286.5
Texas,1992,7057.9,6251.6,1523.2,806.3,487.7,12.7,53.4,252.5
Texas,1993,6439.1,5677,1297.3,762.1,470.8,11.9,55,224.4
Texas,1994,5872.4,5165.9,1168.2,706.5,441.1,11,49.5,204.8
Texas,1995,5684.4,5020.5,1082.3,663.9,429.3,9,45.7,179.8
Texas,1996,5708.9,5064.5,1068.5,644.4,421.4,7.7,43.8,171.5
Texas,1997,5480.5,4878,1034.3,602.5,397.5,6.8,41.2,157
Texas,1998,5111.6,4547,986.3,564.6,372.6,6.8,40,145.1
Texas,1999,5031.7,4471.4,949.7,560.3,369.5,6.1,38,146.7
Texas,2000,4955.5,4410.4,906.3,545.1,356.3,5.9,37.7,145.1
Texas,2001,5141.6,4570,956.3,571.6,361.7,6.2,38.2,165.4
Texas,2002,5199.8,4620.1,978.1,579.7,361.7,6,39.1,172.9
Texas,2003,5153,4599.9,994.8,553.1,342.9,6.4,36.3,167.5
Texas,2004,5038.6,4497.7,979.5,540.9,338.1,6.1,37.3,159.4
Texas,2005,4847,4319,958.8,528,328.8,6.1,37.1,156.1
Texas,2006,4600.4,4083.1,917.6,517.3,317,5.9,35.9,158.5
Texas,2007,4632.7,4122.3,955.1,510.4,306.9,5.9,35.4,162.2
Texas,2008,4494.8,3986.8,945.6,508,314.1,5.6,33.1,155.1
Texas,2009,4506.3,4015.3,968.7,491,298.7,5.4,33.5,153.4
Texas,2010,4215.2,3766.8,905.2,448.4,283.2,4.9,30.2,130.1
Texas,2011,3891.8,3483.2,841.7,408.6,263.3,4.4,29.2,111.7
Texas,2012,3770.4,3361.8,785.9,408.6,258,4.4,29.6,116.6
Texas,2013,3666.5,3258.2,721.8,408.3,246.9,4.3,36.9,120.2
Texas,2014,3425.3,3019.4,627.8,405.9,243.6,4.4,42.3,115.7
Texas,2015,3243.5,2831.3,557.2,412.2,246.6,4.8,44.6,116.3
Texas,2016,3194.2,2759.8,533.8,434.4,261.6,5.3,48,119.6
Texas,2017,3001.5,2562.6,473.7,438.9,268.8,5,51.1,114
Texas,2018,2778.1,2367.2,410.8,410.9,256.6,4.6,51.2,98.4
Texas,2019,2809.6,2390.7,392.8,418.9,263,4.9,51.1,100
United States,1960,1887.2,1726.3,508.6,160.9,86.1,5.1,9.6,60.1
United States,1961,1906,1747.9,518.9,158.1,85.7,4.8,9.4,58.3
United States,1962,2019.8,1857.5,535.2,162.3,88.6,4.6,9.4,59.7
United States,1963,2180.3,2012.1,576.4,168.2,92.4,4.6,9.4,61.8
United States,1964,2388.1,2197.5,634.7,190.6,106.2,4.9,11.2,68.2
United States,1965,2449,2248.8,662.7,200.2,111.3,5.1,12.1,71.7
United States,1966,2670.9,2450.9,721,220,120.3,5.6,13.2,80.8
United States,1967,2989.7,2736.5,826.6,253.2,130.2,6.2,14,102.8
United States,1968,3370.2,3071.8,932.3,298.4,143.8,6.9,15.9,131.8
United States,1969,3680,3351.3,984.1,328.7,154.5,7.3,18.5,148.4
United States,1970,3984.5,3621,1084.9,363.5,164.8,7.9,18.7,172.1
United States,1971,4164.8,3768.8,1163.5,396,178.8,8.6,20.5,188
United States,1972,3961.4,3560.4,1140.8,401,188.8,9,22.5,180.7
United States,1973,4154.4,3737,1222.5,417.4,200.5,9.4,24.5,183.1
United States,1974,4850.4,4389.3,1437.7,461.1,215.8,9.8,26.2,209.3
United States,1975,5298.5,4810.7,1532.1,487.8,231.1,9.6,26.3,220.8
United States,1976,5287.3,4819.5,1448.2,467.8,233.2,8.7,26.6,199.3
United States,1977,5077.6,4601.7,1419.8,475.9,247,8.8,29.4,190.7
United States,1978,5140.3,4642.5,1434.6,497.8,262.1,9,31,195.8
United States,1979,5565.5,5016.6,1511.9,548.9,286,9.8,34.7,218.4
United States,1980,5949.9,5353.3,1684.1,596.6,298.5,10.2,36.8,251.1
United States,1981,5850,5256.5,1647.2,593.5,289.3,9.8,36,258.4
United States,1982,5600.5,5029.7,1488,570.8,289,9.1,34,238.8
United States,1983,5179.2,4641.1,1338.7,538.1,279.4,8.3,33.8,216.7
United States,1984,5038.4,4498.5,1265.5,539.9,290.6,7.9,35.7,205.7
United States,1985,5224.5,4666.4,1291.7,558.1,304,8,36.8,209.3
United States,1986,5501.9,4881.8,1349.8,620.1,347.4,8.6,38.1,226
United States,1987,5575.5,4963,1335.7,612.5,352.9,8.3,37.6,213.7
United States,1988,5694.6,5054,1316.2,640.6,372.2,8.5,37.8,222.1
United States,1989,5774,5107.1,1283.6,666.9,385.6,8.7,38.3,234.3
United States,1990,5802.7,5073.1,1232.2,729.6,422.9,9.4,41.1,256.3
United States,1991,5898.4,5140.2,1252.1,758.2,433.4,9.8,42.3,272.7
United States,1992,5661.4,4903.7,1168.4,757.7,441.9,9.3,42.8,263.7
United States,1993,5487.1,4740,1099.7,747.1,440.5,9.5,41.1,256
United States,1994,5373.8,4660.2,1042.1,713.6,427.6,9,39.3,237.8
United States,1995,5275,4590.5,987,684.5,418.3,8.2,37.1,220.9
United States,1996,5087.6,4451,945,636.6,391,7.4,36.3,201.9
United States,1997,4927.3,4316.3,918.8,611,382.1,6.8,35.9,186.2
United States,1998,4620.1,4052.5,863.2,567.6,361.4,6.3,34.5,165.5
United States,1999,4266.6,3743.6,770.4,523,334.3,5.7,32.8,150.1
United States,2000,4124.8,3618.3,728.8,506.5,324,5.5,32,145
United States,2001,4162.6,3658.1,741.8,504.5,318.6,5.6,31.8,148.5
United States,2002,4125,3630.6,747,494.4,309.5,5.6,33.1,146.1
United States,2003,4067,3591.2,741,475.8,295.4,5.7,32.3,142.5
United States,2004,3977.3,3514.1,730.3,463.2,288.6,5.5,32.4,136.7
United States,2005,3900.5,3431.5,726.9,469,290.8,5.6,31.8,140.8
United States,2006,3825.9,3346.6,733.1,479.3,292,5.8,31.6,150
United States,2007,3748.2,3276.4,726.1,471.8,287.2,5.7,30.6,148.3
United States,2008,3673.2,3214.6,733,458.6,277.5,5.4,29.8,145.9
United States,2009,3473.2,3041.3,717.7,431.9,264.7,5,29.1,133.1
United States,2010,3350.4,2945.9,701,404.5,252.8,4.8,27.7,119.3
United States,2011,3292.5,2905.4,701.3,387.1,241.5,4.7,27,113.9
United States,2012,3246.1,2859.2,670.2,386.9,242.3,4.7,26.9,112.9
United States,2013,3107.8,2730.7,610,377.1,229.1,4.5,34.4,109.1
United States,2014,2971.8,2596.1,542.5,375.7,232.5,4.5,36.6,102.2
United States,2015,2870.2,2487,491.4,383.2,237.8,4.9,38.6,101.9
United States,2016,2847.8,2450.7,468.9,397.1,248.5,5.3,40.4,102.8
United States,2017,2756.2,2362.2,430.4,394,248.9,5.3,41.7,98
United States,2018,2580.1,2199.5,376,380.6,246.8,5,42.6,86.2
United States,2019,2489.3,2109.9,340.5,379.4,250.2,5,42.6,81.6
Utah,1960,2541.3,2487,410.4,54.3,25.7,1,6.8,20.8
Utah,1961,2097.1,2047.9,388.4,49.2,20.4,1.7,6.8,20.3
Utah,1962,2332.9,2275.6,431.2,57.3,24.7,2.3,7.9,22.4
Utah,1963,2392.3,2331.5,500.1,60.8,27.7,2.4,7.8,22.9
Utah,1964,2523.9,2434.4,527.5,89.5,51.4,1.5,10.1,26.5
Utah,1965,2913.6,2824.1,606.9,89.5,56,1.5,8.9,23.1
Utah,1966,3330.3,3216.4,689.7,113.9,65.2,2,10.2,36.5
Utah,1967,3244.4,3127.8,685.5,116.6,68.2,2.7,7.2,38.5
Utah,1968,3582,3465.8,741.3,116.2,68.5,2.9,11.1,33.7
Utah,1969,4027.9,3888.2,848.5,139.7,74.2,2.5,14.1,49
