state,year,total_crimes,property,property_burglary,violent,violent_assault,violent_murder,violent_rape,violant_robbery
Louisiana,2005,4293,3696,873.7,597,436.6,10,31.5,118.4
Louisiana,2006,4802,4080.8,1089.2,721.2,533,12.9,37,138.3
Louisiana,2007,4945.1,4204.7,1093.2,740.4,545.5,14.6,33.2,147.1
Louisiana,2008,4552.3,3880.9,1032.1,671.4,489.2,12.3,28.3,141.5
Louisiana,2009,4485.6,3842.7,1044.7,642.9,464.1,11.8,30.1,136.9
Louisiana,2010,4200.1,3644.8,999.6,555.3,400.7,11,27.1,116.5
Louisiana,2011,4238.5,3683.9,1010.8,554.6,401.6,11.1,27.6,114.4
Louisiana,2012,4037.5,3540.6,915.7,496.9,342,10.8,25.2,119
Louisiana,2013,4100.5,3582,890.4,518.5,352.8,10.8,35,119.9
Louisiana,2014,3973.5,3458.8,824.5,514.7,352.4,10.3,29.6,122.5
Louisiana,2015,3893.1,3353.4,759,539.7,373.7,10.3,36.9,118.8
Louisiana,2016,3863.8,3297.7,740.5,566.1,396.4,11.8,38.8,119.1
Louisiana,2017,3923.8,3366.8,731.5,557,390.3,12.4,39.9,114.4
Louisiana,2018,3813.5,3276,668.1,537.5,383.4,11.4,44.7,98
Louisiana,2019,3711.3,3162,579,549.3,402.1,11.7,48.9,86.6
Maine,1960,1188.2,1158.4,278.8,29.8,15.3,1.7,5,7.9
Maine,1961,1114.8,1081.1,299.3,33.7,17.4,1.6,5.8,8.8
Maine,1962,1191.1,1163.4,307.6,27.7,15.7,1.4,2.8,7.8
Maine,1963,1173.4,1142.2,302.6,31.2,19,1.9,3.7,6.5
Maine,1964,1402.2,1351,372.9,51.2,34.3,1.5,7.8,7.6
Maine,1965,1416.1,1372.1,404.9,44,33.5,2.1,4.3,4
Maine,1966,1427.1,1377.7,364,49.4,36.4,2.2,4.9,5.9
Maine,1967,1622.9,1559.1,457.6,63.8,47.8,0.4,6,9.7
Maine,1968,1682.2,1617.5,513.7,64.7,46.2,3,6.7,8.8
Maine,1969,1941.2,1866.3,580,74.9,56,1.6,5.9,11.3
Maine,1970,2060,1970.7,638.5,89.3,68.1,1.5,7,12.6
Maine,1971,2316.2,2226.2,750.6,90,66.3,2,7.4,14.4
Maine,1972,2590.6,2479.5,792.5,111.1,76.9,5.3,7.8,21.1
Maine,1973,2842.4,2720,973.4,122.4,91.7,2.1,7.8,20.7
Maine,1974,3600.2,3462.7,1318.9,137.5,98.1,2.9,8.7,27.9
Maine,1975,3959.6,3740.1,1361.5,219.5,169.8,2.8,10.4,36.4
Maine,1976,4084.4,3864.4,1313.2,220,169.4,2.7,9.9,37.9
Maine,1977,4075.4,3850.7,1253.1,224.7,170,2.4,13.5,38.7
Maine,1978,4138.5,3930.8,1241.2,207.7,161,2.7,11.1,32.9
Maine,1979,4307.3,4104.8,1147.9,202.5,155.9,2.8,11.9,31.8
Maine,1980,4367.6,4174.2,1182.8,193.4,146.8,2.8,12.9,30.8
Maine,1981,4243.3,4047.7,1243.9,195.6,147.1,3.2,12.8,32.5
Maine,1982,3859.7,3696.7,1047,163,117,2.1,13.4,30.5
Maine,1983,3681.2,3521.6,996.1,159.6,113.5,2.1,16.8,27.1
Maine,1984,3527.4,3368.9,888.1,158.5,117,1.7,13.4,26.4
Maine,1985,3671.7,3504.2,911.3,167.5,126.4,2.4,14.3,24.4
Maine,1986,3461.2,3314.2,803.5,147,102.3,2,14.8,27.9
Maine,1987,3532.2,3380.1,770.7,152.1,108.3,2.5,15.7,25.6
Maine,1988,3577.7,3420.3,816.9,157.4,110,3.1,18.6,25.8
Maine,1989,3583.7,3446.5,802.8,137.2,91.2,3.2,18.7,24
Maine,1990,3697.7,3554.5,823,143.2,96,2.4,19.7,25.1
Maine,1991,3767.7,3635.6,902.5,132.1,86.3,1.2,21.9,22.7
Maine,1992,3523.6,3392.7,822.3,130.9,82,1.7,23.8,23.3
Maine,1993,3153.9,3028.2,719,125.7,76.3,1.6,26.6,21.3
Maine,1994,3272.7,3142.8,720.8,129.9,79.6,2.3,25.6,22.4
Maine,1995,3284.7,3153.3,726.4,131.4,81.1,2,21.4,26.9
Maine,1996,3394.1,3269.2,748.4,124.9,78.5,2,20.9,23.5
Maine,1997,3131.8,3011,663.5,120.8,77.6,2,20.5,20.7
Maine,1998,3040.8,2914.9,666.8,125.9,84.6,2.1,18.1,21.1
Maine,1999,2874.7,2762.7,601.1,112,71.6,2,19.1,19.4
Maine,2000,2619.8,2510.2,531.4,109.6,63.9,1.2,25.1,19.4
Maine,2001,2692.8,2581.1,537,111.7,64.3,1.5,25.4,20.6
Maine,2002,2655.1,2547.3,537.9,107.8,56.8,1.1,29.1,20.9
Maine,2003,2558.8,2450.2,502.5,108.6,58.3,1.2,27,22.1
Maine,2004,2517.4,2413.7,482.2,103.7,56.4,1.4,24,22
Maine,2005,2531,2419,479.7,112,61.8,1.4,24.7,24.5
Maine,2006,2662.8,2546.8,518,116,59.5,1.7,25.8,29
Maine,2007,2567.1,2448.3,512.1,118.8,61,1.5,29.8,26.5
Maine,2008,2583.1,2463.7,498.2,119.4,63,2.4,28.8,25.3
Maine,2009,2525,2405.1,510.4,119.9,59.2,2,28.4,30.3
Maine,2010,2600.7,2478.6,554.8,122.1,60,1.8,29.3,31
Maine,2011,2669.6,2546.3,592,123.3,63.8,2,29.7,27.9
Maine,2012,2632.6,2509.9,561.3,122.7,61,1.9,28,31.8
Maine,2013,2421.5,2292.2,488.1,129.3,68.7,1.8,33.7,25.2
Maine,2014,2114.2,1986.4,378.2,127.8,66.9,1.6,36.5,22.9
Maine,2015,1960.1,1830,352.4,130.1,69.3,1.7,35.7,23.4
Maine,2016,1769.5,1645.7,300.6,123.8,71.3,1.5,30.9,20
Maine,2017,1628.1,1507.1,249.6,121,65.3,1.7,35.4,18.6
Maine,2018,1469.9,1357.8,202.7,112.1,60,1.8,33.3,17
Maine,2019,1360.8,1245.6,174.8,115.2,61.3,1.5,38.4,14
Maryland,1960,1670.1,1518.8,366.4,151.3,101.3,5.4,7.2,37.3
Maryland,1961,1790,1634.4,387.3,155.6,101.1,4.5,8.2,41.7
Maryland,1962,1890.4,1736.4,403.8,154,97.6,5.7,8.7,42
Maryland,1963,2142,1981.4,485.5,160.6,92.6,6.3,9.4,52.3
Maryland,1964,2387,2170,545.9,217,140.7,6.7,10.1,59.5
Maryland,1965,2759.4,2474.3,638.6,285.1,181.5,6.7,13.9,82.9
Maryland,1966,3163.6,2852.6,754.3,311,164.9,7,15.3,123.7
Maryland,1967,3910.3,3436.2,1014.8,474.1,234.5,8,19.6,212.1
Maryland,1968,4579.8,3956.8,1301.2,623,312,9.3,26,275.6
Maryland,1969,4573.3,3928,1114.7,645.3,311.7,9.3,29.9,294.4
Maryland,1970,4641,4016.1,1051.2,624.9,253.3,9.2,23.9,338.6
Maryland,1971,4799.2,4177.8,1122.5,621.4,259.9,11.2,24.9,325.4
Maryland,1972,4628.7,3977.5,1111.7,651.2,288.6,12.5,26,324.1
Maryland,1973,4791.4,4150.3,1144.6,641.1,300.4,11.3,27.8,301.6
Maryland,1974,5650.1,4931,1402.9,719.1,316.9,11.7,29.8,360.6
Maryland,1975,5907.5,5197.7,1413.2,709.8,323.4,10.7,31.5,344.2
Maryland,1976,5664.4,5031,1359.9,633.4,297.4,8.5,32,295.5
Maryland,1977,5700,5006.2,1400,693.8,358.9,8,34.8,292.1
Maryland,1978,5813.6,5081.6,1421.8,732,378.6,8.2,35.6,309.6
Maryland,1979,6294.6,5499.1,1509.5,795.5,415.2,9.8,39.4,331.2
Maryland,1980,6630.1,5777.7,1698,852.4,410.1,9.5,40.1,392.7
Maryland,1981,6557.7,5670.6,1660.2,887.1,414,9.9,38.8,424.4
Maryland,1982,6012.3,5162.3,1419.6,850,441.9,10.1,37.4,360.5
Maryland,1983,5357,4549.9,1224.4,807.1,418.4,8.5,32.8,347.4
Maryland,1984,5214.6,4422.3,1183.8,792.3,445.3,8.1,37.7,301.1
Maryland,1985,5372.8,4538.2,1206.6,834.6,485.8,7.9,38.7,302.2
Maryland,1986,5601.8,4768.8,1245.6,833,476.4,9,43.6,304
Maryland,1987,5477.6,4709.8,1162.5,767.8,428.3,9.6,39.6,290.3
Maryland,1988,5704.7,4897.9,1178.6,806.8,458.7,9.7,37.1,301.3
Maryland,1989,5562.6,4707.2,1123.5,855.4,473.7,11.6,38,332.1
Maryland,1990,5830.5,4911.5,1119.9,919,497.9,11.5,45.7,363.8
Maryland,1991,6209.3,5253.1,1157.6,956.2,491.5,11.7,45.9,407.1
Maryland,1992,6224.6,5224.5,1131.2,1000.1,512.6,12.1,46.4,429
Maryland,1993,6106.5,5108.7,1132.8,997.8,506.4,12.7,44,434.7
Maryland,1994,6122.6,5174.6,1043.4,948,493.3,11.6,40.7,402.5
Maryland,1995,6294.8,5307.9,1057.5,986.9,509.7,11.8,42.2,423.1
Maryland,1996,6061.9,5130.7,992.3,931.2,488.8,11.6,37.6,393.2
Maryland,1997,5653.1,4806.5,940.7,846.6,464.4,9.9,35.6,336.8
Maryland,1998,5365.7,4569.1,922.9,796.6,454.5,10,33.4,298.7
Maryland,1999,4919.5,4176.1,835.9,743.4,440.8,9,30,263.7
Maryland,2000,4816.1,4029.5,744.4,786.6,493.3,8.1,29.1,256
Maryland,2001,4856.9,4075.5,771.5,781.4,495.1,8.3,26.9,251.1
Maryland,2002,4754,3983.2,729.6,770.8,490.1,9.4,25.1,246.2
Maryland,2003,4502.6,3799.1,701,703.5,428,9.5,24.6,241.3
Maryland,2004,4341.3,3640.7,660,700.6,437.9,9.4,23.7,229.7
Maryland,2005,4255,3551,642.7,704,414.6,9.9,22.6,257.2
Maryland,2006,4159.6,3481,667,678.6,392,9.7,21,256
Maryland,2007,4073.4,3431.5,660.2,641.9,375.1,9.9,21,236
Maryland,2008,4145.8,3517.6,689.6,628.2,365.1,8.8,20,234.4
Maryland,2009,3788.5,3198.5,647.5,590,351.3,7.7,20.3,210.7
Maryland,2010,3541.8,2995.5,634.4,546.3,326.7,7.4,21.2,191.1
Maryland,2011,3350.7,2857.2,613.5,493.5,289,6.8,20.5,177.1
Maryland,2012,3230.3,2753.5,573.2,476.8,277.2,6.3,21,172.3
Maryland,2013,3137.3,2663.5,538.9,473.8,272,6.4,25.8,169.5
Maryland,2014,2953.6,2507.5,468.7,446.1,253.2,6.1,27.1,159.7
Maryland,2015,2772.2,2315,427.5,457.2,256.7,8.6,27.7,164.2
Maryland,2016,2756.5,2284.5,410.4,472,263.8,8,29.2,171
Maryland,2017,2722.5,2222.3,388.4,500.2,278.2,9,27.9,185.1
Maryland,2018,2502,2033.3,312.6,468.7,267,8.1,32.8,160.8
Maryland,2019,2404.3,1950.2,278.9,454.1,261.3,9,31.6,152.2
Massachusetts,1960,1219.1,1170.3,309.2,48.8,22.1,1.4,4.8,20.4
Massachusetts,1961,1462.8,1409.7,376.1,53.1,25.7,1.5,5.6,20.4
Massachusetts,1962,1629.6,1567.5,410.4,62.1,29.5,1.8,5,25.8
Massachusetts,1963,1725.9,1659.7,443.1,66.2,32.7,1.9,4.5,27
Massachusetts,1964,1987.6,1902.2,529.7,85.4,46.8,2,6,30.6
Massachusetts,1965,2121.4,2022.9,554.5,98.5,50.7,2.4,5.4,40
Massachusetts,1966,2275.3,2160.1,619.1,115.2,60.5,2.4,6.4,46
Massachusetts,1967,2482.1,2354.5,675.5,127.6,65.2,2.8,7.6,52
Massachusetts,1968,3067.9,2903.9,868.3,164,76.7,3.5,9.5,74.3
Massachusetts,1969,3478.6,3290.7,1032.6,187.9,82.9,3.5,10.8,90.6
Massachusetts,1970,3746.3,3543.4,1134.1,202.9,87.9,3.5,12,99.5
Massachusetts,1971,4347.5,4081.5,1339.8,266,109.6,3.8,12.4,140.1
Massachusetts,1972,4107,3811.8,1242.3,295.2,125.2,3.7,13.5,152.8
Massachusetts,1973,4521,4169.1,1330.3,351.9,149.3,4.4,16.3,182
Massachusetts,1974,5382.9,4994.2,1549.8,388.7,156.3,4.4,15.6,212.4
Massachusetts,1975,6077.9,5635.3,1712.5,442.6,192.2,4.2,19.2,227
Massachusetts,1976,5820.9,5421.7,1662.1,399.2,198,3.3,17.7,180.2
Massachusetts,1977,5409,4983.7,1532.2,425.3,231.6,3.1,20.8,169.9
Massachusetts,1978,5350.5,4888.5,1515.1,462,263.3,3.7,22.6,172.3
Massachusetts,1979,5918,5386.7,1604.6,531.3,299.6,3.7,24.8,203.2
Massachusetts,1980,6079.1,5477.8,1740.4,601.3,334.4,4.1,27.3,235.5
Massachusetts,1981,5835.3,5206.7,1647.8,628.6,326.7,3.6,27.4,270.9
Massachusetts,1982,5503.8,4932.4,1422.1,571.4,328.5,3.8,25.3,213.8
Massachusetts,1983,5010.8,4434,1253.5,576.8,338.9,3.5,25.9,208.5
Massachusetts,1984,4588.5,4064.8,1099.6,523.7,317.4,3.6,28.1,174.6
Massachusetts,1985,4757.8,4219.6,1120.4,538.2,316.5,3.5,29.8,188.5
Massachusetts,1986,4723.4,4166.5,1070.9,556.9,330.9,3.6,29.7,192.7
Massachusetts,1987,4733.8,4169.2,1059.9,564.6,352.5,3,31.9,177.3
Massachusetts,1988,4990.9,4371.3,1061.3,619.6,407.8,3.5,32,176.3
Massachusetts,1989,5136,4461,1065.5,675,436.3,4.3,31.8,202.6
Massachusetts,1990,5297.8,4561.5,1112.7,736.3,481.4,4,33.7,217.1
Massachusetts,1991,5322.3,4586.2,1167.1,736.1,505.2,4.2,32.1,194.6
Massachusetts,1992,5002.8,4223.8,1072.3,779,555,3.6,36.1,184.4
Massachusetts,1993,4893.9,4089,1001.7,804.9,592,3.9,33.4,175.7
Massachusetts,1994,4441,3733.4,881,707.6,505.7,3.5,30.2,168.2
Massachusetts,1995,4341.6,3654.4,817.7,687.2,504.2,3.6,29,150.4
Massachusetts,1996,3837.1,3194.9,704.1,642.2,482.9,2.6,29,127.7
Massachusetts,1997,3675.2,3031,661.8,644.2,506.2,1.9,26.9,109.1
Massachusetts,1998,3435.9,2814.6,607.3,621.3,495.2,2,27.4,96.6
Massachusetts,1999,3262.5,2711.5,533.8,551,426,2,26.9,96
Massachusetts,2000,3026.1,2550,482,476.1,355.9,2,26.7,91.6
Massachusetts,2001,3087.9,2610.1,506.6,477.8,345.4,2.2,29,101.2
Massachusetts,2002,3097.1,2612.2,517.7,484.9,342.9,2.7,27.7,111.6
Massachusetts,2003,3035.9,2562.8,544.6,473.1,317.4,2.2,28.8,124.8
Massachusetts,2004,2928.4,2468.2,538.4,460.2,312.8,2.7,28,116.8
Massachusetts,2005,2819,2358,539.8,461,309,2.8,27.2,121.8
Massachusetts,2006,2892,2391.5,547.5,500.5,344.5,2.9,27.5,125.5
Massachusetts,2007,2840.9,2399.2,554.5,441.7,304.4,2.9,25.5,108.9
Massachusetts,2008,2863.3,2399.5,557.9,463.8,325.4,2.6,26.9,108.9
Massachusetts,2009,2785.7,2323.1,523.5,462.6,320.4,2.6,26.3,113.2
Massachusetts,2010,2825.7,2356.8,578.2,468.9,333.2,3.3,27.2,105.2
Massachusetts,2011,2679.9,2252.6,551,427.3,297,2.8,25,102.4
Massachusetts,2012,2558.5,2153,519.7,405.5,280.4,1.8,24.7,98.6
Massachusetts,2013,2464.6,2051.2,459.2,413.4,270.5,2,40.6,100.2
Massachusetts,2014,2248.5,1857.1,370.1,391.4,267.6,2,32.3,89.5
Massachusetts,2015,2081.6,1690.7,322.2,390.9,280.7,1.9,30.5,77.8
Massachusetts,2016,1938,1561.1,281.8,376.9,265,2,31.2,78.8
Massachusetts,2017,1795,1437,249.1,358,252.5,2.5,32,71
Massachusetts,2018,1601.4,1263.3,200.8,338.1,241.2,2,34.9,60
Massachusetts,2019,1507.4,1179.8,179,327.6,241,2.2,32,52.4
Michigan,1960,2659.2,2441.5,725.1,217.7,105,4.5,14.5,93.7
Michigan,1961,2692.1,2484.7,724.8,207.4,108.6,4.1,13.7,81
Michigan,1962,2780.4,2553.8,721.3,226.6,112.5,3.4,14.2,96.5
Michigan,1963,2976.3,2748.6,725.5,227.7,105.7,3.5,15,103.4
Michigan,1964,3189.2,2928,789.8,261.2,124.9,3.5,19.8,113.1
Michigan,1965,3318.9,3021.3,867.5,297.6,137,4.6,24,132.1
Michigan,1966,3708.3,3376.2,984,332.1,143.8,5,28.2,155.1
Michigan,1967,4062.1,3673.1,1160.6,389,167.3,6.5,26.6,188.6
Michigan,1968,4170.6,3743.9,1163.2,426.7,178.2,7.7,31.3,209.6
Michigan,1969,4804.2,4301.7,1315.5,502.5,196.3,8.8,32.3,265.1
Michigan,1970,5507.5,4931.8,1570.7,575.7,192.7,9.4,27.1,346.6
Michigan,1971,5715.2,5140.6,1686.7,574.6,207.3,10.5,26.7,330.1
Michigan,1972,5363.5,4808.3,1582.3,555.2,225.6,11,29.3,289.3
Michigan,1973,5489.4,4904.2,1584.6,585.2,255.2,12.1,35.1,282.7
Michigan,1974,6519.6,5860.2,1903.9,659.4,272,13,37.1,337.2
Michigan,1975,6800.3,6114.6,1891.8,685.7,282.7,11.9,38.1,353.1
Michigan,1976,6478.2,5832.2,1668.5,646,266.1,11.1,36.1,332.6
Michigan,1977,5812,5227.3,1522.7,584.7,274.6,9.3,38.9,261.9
Michigan,1978,5594.1,5016.9,1444.3,577.2,307.7,10.6,39.6,219.3
Michigan,1979,6147,5532.8,1507.5,614.2,341.1,9.1,44.5,219.6
Michigan,1980,6675.9,6036.4,1741.3,639.5,338.6,10.2,46.6,244
Michigan,1981,6854.1,6212.2,1862.1,641.9,327.6,9.4,47.5,257.5
Michigan,1982,6784.6,6128,1813.1,656.6,329.7,9.1,46.6,271.1
Michigan,1983,6477.5,5760.8,1691.9,716.7,365.3,10,56.1,285.3
Michigan,1984,6556,5795.9,1644.2,760.1,378.9,9.7,64.8,306.7
Michigan,1985,6366.3,5632.2,1527.2,734.1,362.9,11.2,67.6,292.4
Michigan,1986,6491.5,5687.6,1509.5,803.9,423.9,11.3,67.4,301.3
Michigan,1987,6456.8,5676.7,1452.2,780.1,424.2,12.2,67.2,276.5
Michigan,1988,6084.4,5342.7,1314.6,741.7,420.3,10.8,69.5,241.1
Michigan,1989,5968.4,5259.2,1224.8,709.2,404.7,10.7,71.4,222.3
Michigan,1990,5994.8,5204.4,1143.3,790.4,468.4,10.4,77.6,234
Michigan,1991,6138.1,5335,1186.2,803.1,470.3,10.8,78.7,243.3
Michigan,1992,5610.6,4840.5,1041.2,770.1,458.6,9.9,80,221.5
Michigan,1993,5452.5,4661,982.7,791.5,472.1,9.8,71.1,238.5
Michigan,1994,5445.2,4679.1,967.2,766.1,456.7,9.8,70.8,228.9
Michigan,1995,5182.8,4495,909.7,687.8,430.1,8.5,62,187.3
Michigan,1996,5117.5,4482.2,895.4,635.3,394.6,7.5,57,176.2
Michigan,1997,4916.9,4326.9,825.9,590,377.5,7.8,51.9,152.8
Michigan,1998,4682.9,4062.1,837.8,620.8,407.3,7.3,50.4,155.8
Michigan,1999,4324.9,3750,778,574.9,375.7,7,49.2,143
Michigan,2000,4109.9,3554.9,702.2,555,359.7,6.7,50.6,138
Michigan,2001,4075.2,3521.3,719.9,553.9,365.3,6.7,52.6,129.3
Michigan,2002,3876.9,3336.2,706.6,540.7,362.6,6.8,53.4,118
Michigan,2003,3789.9,3278.6,677.6,511.3,339.3,6.1,54.3,111.6
Michigan,2004,3558.3,3066.1,635.7,492.2,319.4,6.4,54.3,112.2
Michigan,2005,3652,3098,698.2,554,363.9,6.2,51.5,132.1
Michigan,2006,3789.5,3225.1,755.9,564.4,363.4,7.1,53,140.9
Michigan,2007,3597.3,3063.5,747.4,533.8,349,6.6,45.6,132.7
Michigan,2008,3464.9,2950,747.6,514.9,331.9,5.5,45.1,132.4
Michigan,2009,3348.6,2848.8,762.8,499.8,323.5,6.2,45.4,124.6
Michigan,2010,3241.8,2748.8,752.7,493,322.5,5.9,47.9,116.7
Michigan,2011,2987.4,2544.6,706.3,442.8,288.6,6.2,44,103.9
Michigan,2012,2985,2530.5,664.4,454.5,295.5,7,46.4,105.6
Michigan,2013,2777.5,2327.6,569.4,449.9,274.8,6.4,66.6,102.1
Michigan,2014,2471.2,2043.9,445.9,427.3,277.7,5.4,63.3,80.9
Michigan,2015,2301.1,1885.6,403.5,415.5,266.2,5.8,65,78.6
Michigan,2016,2368.9,1909.9,398.5,459,309.5,6,71.8,71.7
Michigan,2017,2250,1800,357.8,450,308.5,5.7,70.6,65.1
Michigan,2018,2102.9,1653.5,316.6,449.4,310.3,5.5,76.9,56.6
Michigan,2019,2022.4,1585,286.1,437.4,305.9,5.6,72.4,53.6
Minnesota,1960,1466,1424,370.4,42,10.6,1.2,2.4,27.8
Minnesota,1961,1451.6,1408.2,381.1,43.4,12.3,1,2.7,27.4
Minnesota,1962,1547.1,1498.9,383.1,48.2,14.1,0.9,3.6,29.6
Minnesota,1963,1697,1640.3,404.6,56.7,19,1.2,2.6,33.9
Minnesota,1964,1999.4,1925.5,534.9,73.9,31.5,1.4,4.5,36.5
Minnesota,1965,2011.4,1924.9,530.5,86.5,39.5,1.4,5.2,40.3
Minnesota,1966,2234.1,2130.9,579.2,103.2,44.4,2.2,7.3,49.4
Minnesota,1967,2593.2,2461.2,704.4,132,54.7,1.6,8.6,67.1
Minnesota,1968,2963.3,2823.1,801.8,140.2,45.9,2.2,10.9,81.2
Minnesota,1969,3076.7,2934.7,779.4,142,47.1,1.9,11.5,81.5
Minnesota,1970,3200.9,3048.9,801.7,152,51.2,2,9.7,89.1
Minnesota,1971,3536.9,3382.5,881.7,154.4,62.9,2.4,12.1,77
Minnesota,1972,3354.1,3179.6,927.2,174.5,72.9,2.4,14.7,84.4
Minnesota,1973,3535.5,3357.8,1016.4,177.7,71.5,2.7,14.9,88.7
Minnesota,1974,3931,3723.7,1121.8,207.3,82.5,3,17.7,104.1
Minnesota,1975,4298.7,4091.7,1193.1,207,81.4,3.3,18.6,103.6
Minnesota,1976,4331.1,4142.1,1122.1,189,87.9,2.3,18.3,80.4
Minnesota,1977,4230.8,4037,1134.7,193.8,85.8,2.7,19.5,85.9
Minnesota,1978,4144.1,3954.5,1093.7,189.6,82.6,2,19.9,85.1
Minnesota,1979,4392.8,4171.8,1112.9,221,104.8,2.3,21.5,92.5
Minnesota,1980,4799.5,4571.7,1246,227.8,102.9,2.6,23.2,99.1
Minnesota,1981,4736.7,4508.2,1277.6,228.5,96.3,2.1,25.8,104.3
Minnesota,1982,4454.7,4235.4,1182.1,219.3,92.9,2.3,22.7,101.3
Minnesota,1983,4034.2,3843.3,1075.6,190.9,87.2,1.7,22.4,79.6
Minnesota,1984,3841.5,3630,990.9,211.5,113.3,1.8,25.3,71.1
Minnesota,1985,4134.2,3877.8,1017.5,256.4,138.9,2.1,29.6,85.8
Minnesota,1986,4362.2,4077.6,1004.2,284.6,148.3,2.5,31.8,102
Minnesota,1987,4615.8,4330.4,1068.9,285.4,146.3,2.6,33.9,102.5
Minnesota,1988,4314.8,4024.7,909.6,290.1,161.4,2.9,31,94.7
Minnesota,1989,4383.2,4094.9,896.9,288.3,159.6,2.5,31.3,94.8
Minnesota,1990,4538.8,4232.7,907.2,306.1,176.7,2.7,34,92.7
Minnesota,1991,4496.2,4180.2,853.6,316,175.3,3,39.8,98
Minnesota,1992,4590.7,4252.7,889.7,338,184.1,3.3,41.1,109.5
Minnesota,1993,4412.9,4059,844.5,353.9,175.8,3.4,61.9,112.7
Minnesota,1994,4341,3982,791.7,359,178.6,3.2,59.7,117.6
Minnesota,1995,4497.3,4141.2,797.3,356.1,172.2,3.9,56.2,123.7
Minnesota,1996,4463.1,4124.3,762.5,338.8,169.7,3.6,50,115.6
Minnesota,1997,4413.9,4076.1,752.6,337.8,168.1,2.8,52.2,114.7
Minnesota,1998,4046.5,3736.3,687.5,310.2,165.2,2.6,49.9,92.5
Minnesota,1999,3597.6,3323.6,580.2,274,146.5,2.8,42.7,82
Minnesota,2000,3488.4,3207.6,530.9,280.8,156.7,3.1,45.5,75.5
Minnesota,2001,3574.9,3311.2,511.5,263.7,141.1,2.4,44.9,75.4
Minnesota,2002,3531.5,3264.3,557.9,267.2,141.4,2.2,45.2,78.4
Minnesota,2003,3376.2,3113.3,546.9,262.9,142,2.5,41.3,77.1
Minnesota,2004,3311.4,3041.6,550.3,269.8,146.1,2.2,41.7,79.9
Minnesota,2005,3385,3088,579.6,297,158.9,2.2,44,92.1
Minnesota,2006,3393,3082.5,586.5,310.5,170.9,2.4,31.8,105.3
Minnesota,2007,3334.4,3044.8,571.7,289.6,159.6,2.2,36,91.8
Minnesota,2008,3129.5,2864.1,508.7,265.4,148.6,2.1,34.6,80.1
Minnesota,2009,2889.4,2644.9,485.7,244.5,140.4,1.4,34,68.7
Minnesota,2010,2804.7,2569,459.7,235.7,136.2,1.8,33.9,63.8
Minnesota,2011,2777.3,2546.8,480.3,230.5,126.2,1.4,39.5,63.3
Minnesota,2012,2799.2,2568.3,471.8,230.9,134,1.8,30.5,64.6
Minnesota,2013,2654.8,2420.4,419,234.4,127.5,2.1,37,67.8
Minnesota,2014,2526.6,2297.5,380.7,229.1,123.3,1.6,36.7,67.6
Minnesota,2015,2464.7,2222.1,351.6,242.6,129.2,2.4,42.3,68.7
Minnesota,2016,2375.9,2133.3,337.1,242.6,130.7,1.8,42.5,67.5
Minnesota,2017,2429.8,2191.5,336.9,238.3,128.6,2,42.8,64.9
Minnesota,2018,2214.2,1993.8,288.4,220.4,122.2,1.9,43.9,52.5
Minnesota,2019,2315.2,2078.8,282.4,236.4,135.1,2.1,43.4,55.8
Mississippi,1960,704.7,602,204.7,102.7,72.6,10,5.1,14.9
Mississippi,1961,732.1,629.4,212.3,102.7,70.9,10.3,5.8,15.6
Mississippi,1962,752.2,659.7,227.5,92.5,73,7.3,4.3,8
Mississippi,1963,650.8,573.1,186,77.7,57.9,7.2,4.3,8.3
Mississippi,1964,946.6,768.6,266.1,178,137.9,10.1,9.4,20.6
Mississippi,1965,977.2,807.1,285.5,170.1,139.9,8.9,6.9,14.4
Mississippi,1966,897.2,746.6,238.4,150.6,119.6,9.7,8,13.3
Mississippi,1967,900.2,786.4,257.8,113.8,89,8.7,5.5,10.6
Mississippi,1968,1087.2,942.2,313.7,145,114.3,9.9,7.6,13.2
Mississippi,1969,1094.5,952.6,316.5,141.9,110.1,8.1,9.1,14.6
Mississippi,1970,1302.4,1123.1,351.2,179.3,139.8,11.5,8.9,19
Mississippi,1971,1600.5,1324.2,444.7,276.3,212,14.7,13.7,35.9
Mississippi,1972,1805.3,1492.6,540,312.7,240,15.4,17.5,39.9
Mississippi,1973,1926.3,1587.2,593.8,339.1,259.1,16.1,17.1,46.8
Mississippi,1974,2249.2,1914.3,755.7,334.9,256.5,12.9,17.4,48
Mississippi,1975,2410.7,2094.8,784.2,315.9,230.9,13.9,16.5,54.6
Mississippi,1976,2468.3,2172.9,811.3,295.4,202.5,12.5,16.3,64.1
Mississippi,1977,2588.6,2299.9,915.6,288.7,189.1,14.3,19.6,65.7
Mississippi,1978,2554.9,2233.7,846.3,321.2,216.6,12.6,21.8,70.2
Mississippi,1979,2960.6,2637,973.7,323.6,218.6,12.6,21.7,70.7
Mississippi,1980,3417.1,3075.2,1179.1,341.9,221.7,14.5,24.6,81
Mississippi,1981,3537.4,3232.8,1170.5,304.6,184.6,12.6,26,81.4
Mississippi,1982,3572.6,3278,1183.8,294.6,181.1,14,26.5,73
Mississippi,1983,3208.1,2927.7,1023.5,280.4,181.6,11.2,23.8,63.8
Mississippi,1984,3059.9,2777.9,980.1,282,184.3,9.7,27.5,60.5
Mississippi,1985,3265.7,2994.8,1021.9,270.9,171.1,10.6,26.7,62.6
